file,key,field,original,korean,status
Books.xml,book:Quotes/page:32,page,"""It is my dearest hope that one day I shall be known not as Angohind,
village bookworm... but Angohind, Master Detective.""
[[-Angohind]]","""어느 날 내가 앙고힌드,
마을 책벌레로 알려지지 않고... 앙고힌드, 명탐정으로 알려지기를 바란다.""
[[-앙고힌드]]",done
Books.xml,book:Quotes/page:33,page,"""Trees grow best beside the dead.""
[[-Daughter Erinna]]","""나무는 죽은 자 옆에서 가장 잘 자란다.""
[[-딸 에린나]]",done
Books.xml,book:CrimeandPunishment,Title,{{W|Crime and Punishment}},{{W|죄와 벌}},done
Books.xml,book:CrimeandPunishment/page:0,page,{{emote|*The ink is faded beyond legibility*}},{{emote|*잉크가 바래 더는 읽을 수 없다.*}},done
Books.xml,book:MimicandMadpole,Title,{{W|The Mimic and the Madpole}},{{W|미믹과 광기 올챙이}},done
Books.xml,book:MimicandMadpole/page:0,page,"A mimic crawled from the cold, starless reaches of Bethesda Susa to stretch itself across the prairie grass and warm its gummy scales in the sun of the noonday. Warm breezes blew through the lonely heath, and before long the mimic fell into a lazy sleep. Hours of restful slumber passed until it was stirred awake by the near rustling of shrubs. Its eyes opened upon the visages of three fork-horned gnus grazing on the prairie grass. Tresses of auburn hair streamed from their mammoth heads as they leisurely chewed the straw of the earth.

Allured by their languorous way and wanting for companionship, the mimic asked the gnus if he could tread among them, and graze of their pastures, and nap with them beneath the evening sun. ""In all these things you may with us partake,"" said one gnu, ""but, take heed, for ours are idle lives, and you may soon grow weary of them.""

But the mimic joined them anyway. Day after day it filled its belly with the tall grass, and it cooled its lips upon the quiet banks of streams, and it surrendered its sluggish mind to the land of Nod before the light of day was extinguished. Until one morning, while the gnus slackly chewed their grass tendered by the early dew, the mimic, who had indeed grown weary of the beasts' idle habits, stole away down a babbling brook and into a thicket dark with shade.","미믹 하나가 베데스다 수사의 차갑고 별 없는 끝자락에서 기어 나와, 대초원의 풀 위로 몸을 길게 뻗고 정오의 해 아래에서 끈적한 비늘을 덥혔다. 따스한 바람이 쓸쓸한 황야를 가로질러 불어오더니, 이내 미믹은 나른한 잠에 빠져들었다. 평온한 단잠이 한참 흘렀을 무렵, 가까운 관목이 바스락거리는 소리에 미믹은 잠에서 깼다. 눈을 뜨니, 대초원의 풀을 뜯는 갈래뿔 누 셋의 얼굴이 보였다. 거대한 머리에서 적갈색 머리칼 다발이 흘러내렸고, 그들은 땅의 짚을 느긋하게 씹어 넘기고 있었다.

그들의 나른한 태도에 홀리고 동료료를 갈망한 미믹은, 누에게 묻기를, 자신도 그들 사이를 거닐며 그들의 풀밭을 뜯고, 저녁 해 아래에서 함께 낮잠을 청해도 되겠느냐 하였다. “이 모든 일에 너도 우리와 함께할 수는 있으되,” 하고 그누 하나가 말하였다. “허나 유의하라. 우리의 삶은 한가롭고 게으르니, 머지않아 네가 싫증낼지도 모르느니라.”

그러나 미믹은 기어이 그들 곁에 들었다. 날마다 기다란 풀로 배를 채우고, 고요한 시냇가에서 입술을 식히며, 낮빛이 꺼지기 전에 둔중한 마음을 잠의 나라에 내맡겼다. 그러다 어느 아침, 누들이 이른 이슬이 적셔 준 풀을 느슨히 씹고 있을 때, 실로 짐승들의 한가로운 습성에 싫증이 난 미믹은, 졸졸대는 시냇물을 따라 슬그머니 달아나 그늘이 짙은 덤불 속으로 숨어들었다.",done
Books.xml,book:MimicandMadpole/page:1,page,"For the remainder of the day the mimic followed the brook as it winded its way into the wood. As the last of the waxen light began to seep from the air, the mimic noticed several peculiar pilings of muddy sticks and logs up ahead in the middle of the prattling stream. A musker, its brown fur soaked and pressed against its small body, arranged twigs around the base of one of the piles. The mimic understood immediately; these were the musker's lodges, each one meticulously erected twig by twig. So impressed was the mimic with these well-built abodes and the diligence of the musker that it asked the rodent if it would share its home, and teach the mimic its craft, and abide the mimic as it built a lodge of its own. ""Erecting a lodge is no paltry charge,"" said the musker. ""Near all of my day is spent chipping and stacking wood, and though you marvel at the lodge itself, you may scowl at the labor that brings it forth.""

But the mimic stayed with the musker anyway. And the following morning it awoke with the musker at dawn, and together they hewed branches from the Wine Cypresses with their teeth until the pall of evening was cast, and then they gathered all the rent wood and packed it together with mud drawn from the bed of the brook. At the break of each day they began anew, and they did not quit until long after sunset when the mimic could no longer spot the musker in the darkling thicket. Until one morning, while the musker wore its teeth on a rotting log, the mimic, who had","그날 남은 동안 미믹은 숲으로 굽이쳐 드는 시냇물을 따라갔다. 밀랍 같은 빛의 마지막 자락이 공기에서 스며 빠지기 시작할 즈음, 미믹은 재잘대는 물줄기 한가운데 저편에, 진흙 묻은 가지와 통나무가 괴상하게 쌓여 있는 더미 몇 개를 보았다. 갈색 털이 흠뻑 젖어 작은 몸에 달라붙은 musker 한 마리가, 그 더미 가운데 하나의 밑동 둘레에 잔가지를 가지런히 얹고 있었다. 미믹은 곧바로 알아차렸다. 그것은 musker의 오두막들이었고, 하나하나가 나뭇가지 한 조각씩 정성껏 세워 올린 것이었다. 그 견고한 거처와 musker의 부지런함에 감탄한 미믹은, 그 설치류에게 청하기를, 집을 함께 쓰게 해 주고 제 솜씨를 가르쳐 주며, 미믹이 제 오두막을 짓는 동안 곁을 내어 달라 하였다. “오두막을 세우는 일은 하찮은 일이 아니니라,” 하고 musker가 말하였다. “내 하루의 거의 전부가 나무를 찍어 쌓는 데 쓰이고, 네가 오두막 그 자체에는 감탄할지라도, 그것을 낳는 수고에는 얼굴을 찌푸리게 될 터이니.”

그러나 미믹은 기어이 musker 곁에 머물렀다. 그리고 이튿날 아침, 미믹은 새벽에 musker와 함께 잠에서 깨어, 저녁의 장막이 드리울 때까지 이로 Wine Cypresses의 가지를 꺾어 내었고, 그 뒤에는 찢겨 나온 나무를 모아 시냇바닥에서 퍼 올린 진흙으로 단단히 다져 붙였다. 날마다 새벽이 트면 다시 시작하여, 해가 진 한참 뒤 어스름한 덤불 속에서 미믹이 더는 musker의 모습을 가늠하지 못할 때까지 그들은 그치지 않았다. 그러다 어느 아침, musker가 썩어가는 통나무를 갉아 이를 닳게 하고 있을 때,",done
Books.xml,book:MimicandMadpole/page:2,page,"indeed grown weary of the labor charged to it by the musker, sneaked away by the babbling brook, out of the shady wood and into a valley quilted with the gnarled roots of brinestalk.

Again the mimic followed the stream through the hollow crook of the foothills until it spent its brackish waters into a vast lake. Here upon the bleached shore, the mimic gazed into the lake and marveled at a shoal of madpoles as they lashed through the briny water and pursued their fishy prey. The ferocity of these hunters, unrivaled in their agility and viciousness, enchanted the mimic, and so it asked the madpoles if it could dive into their waters, and race with them through the weeds, and feast upon the scaly flesh of the smaller fish. ""Nay, you should desire none of these things"" said one madpole, ""for we are ravenous fiends and oft succumb to fits of maddened fury.""

But the mimic dived into the lake anyway. And as it splashed in the water, the madpoles, who sensed in their proximity living and nubile flesh, darted toward the mimic and tore it limb from limb.","실로 musker가 떠맡긴 노동에 싫증이 난 미믹은, 졸졸대는 시냇가를 따라 슬며시 달아나 그늘진 숲을 벗어나, 옹이가 진 브라인스톡의 뿌리가 누비이불처럼 뒤덮인 골짜기로 들어섰다.

다시 미믹은 구릉지의 움푹한 굽이를 따라 흐르는 시내를 좇아, 마침내 그 짠물이 드넓은 호수로 흘러들 때까지 갔다. 바래 희어진 물가에 이르러, 미믹은 호수를 들여다보며, 염분 어린 물을 채찍질하듯 헤치고 물고기 냄새 나는 먹잇감을 뒤쫓는 매드폴 떼를 보고 탄복하였다. 민첩함과 사나움에 견줄 자 없는 그 사냥꾼들의 흉포함이 미믹의 마음을 홀렸고, 이에 미믹은 매드폴들에게 묻기를, 그들의 물속에 뛰어들어 수초 사이로 함께 달리고, 더 작은 물고기의 비늘진 살을 함께 뜯어 먹어도 되겠느냐 하였다. “아니 되느니라. 그런 것을 바라지 말라,” 하고 매드폴 하나가 말하였다. “우리는 굶주린 흉물들이요, 종종 미친 격분의 발작에 굴복하나니.”

그러나 미믹은 기어이 호수로 뛰어들었다. 물을 철벅이며 헤엄치자, 가까이에서 살아 있고 연한 살점을 감지한 매드폴들이 미믹을 향해 쏜살같이 달려들어, 사지를 하나하나 찢어발겼다.",done
Books.xml,book:AphorismsAboutBirds,Title,{{W|Aphorisms about Birds}},{{W|새에 관한 잠언}},done
Books.xml,book:AphorismsAboutBirds/page:0,page,Birds can't eat rice that wasn't planted.,새는 심지 않은 쌀을 먹지 못한다.,done
Books.xml,book:AphorismsAboutBirds/page:1,page,"Reared on the wisdom of our fairy tales, we're accustomed to feeling pity for the man who's transformed into a frog or finch, but seldom is it that we spare a thought for the artless beast who's transformed into a man and upon whom fate has surely played a much crueler trick.","우리는 동화 속 지혜로 길러져, 개구리나 방울새로 변해 버린 사내를 가엾게 여기는 데 익숙하다. 그러나 운명이 훨씬 더 잔혹한 장난을 친 대상은, 말 한마디 제대로 못 하는 짐승이 사람으로 변해 버린 쪽일 텐데도, 우리는 그런 짐승에게는 좀처럼 생각 한 번 보태지 않는다.",done
Books.xml,book:AphorismsAboutBirds/page:2,page,"If asked who's responsible for your misfortunes, blame birds. They neither care, nor can they muster much of a defense.","누가 네 불운의 책임자냐고 묻거든 새를 탓하라. 새들은 개의치도 않고, 변변한 변명거리도 좀처럼 마련하지 못하니.",done
Books.xml,book:AphorismsAboutBirds/page:3,page,Let no fear in your heart grow so immense as the fear for large birds.,"네 마음속 그 어떤 두려움도, 큰 새에 대한 두려움만큼 거대해지도록 두지 마라.",done
Books.xml,book:AphorismsAboutBirds/page:4,page,Birds ruin festivals and lift sieges.,"새는 축제를 망치고, 공성을 막아낸다.",done
Books.xml,book:AphorismsAboutBirds/page:5,page,"Ol' Uri squinted and then nodded at the glowcrow's suggestion for a game of backgammon.

The boy started. ""But Uri! How can you dice with these vermin after one pecked out your eye?""

Uri shrugged, ""Can't blame the crow. He was gonna peck, whether my eye was there or not.""","늙은 유리는 글로우크로우가 백개먼 한 판 두자고 권하자 눈을 가늘게 뜨고는 고개를 끄덕였다.

소년이 화들짝 놀랐다. “하지만 유리! 저놈들 중 하나가 영감님 눈을 쪼아버렸잖아요. 그런데도 어떻게 저런 해충들과 주사위를 굴려요?”

유리는 어깨를 으쓱했다. “까마귀를 탓할 건 없지. 내 눈이 거기 있었든 말든, 어차피 쪼아댈 놈이었거든.”",done
Books.xml,book:AphorismsAboutBirds/page:6,page,"The sighting of a crimson swift augurs the death of an aged water baron.

A silver thrush heralds a fossil harvest bountiful in chrome.

But the tongueless kagu... stay far from a tongueless kagu. Far and farther.","붉은 칼새를 목격하면, 늙은 물 남작의 죽음이 예고된다.

은빛 개똥지빠귀는 크롬이 풍부한 화석 수확을 알린다.

하지만 혀 없는 카구라면… 혀 없는 카구에게서는 멀리하라. 멀리, 더 멀리.",done
Books.xml,book:AphorismsAboutBirds/page:7,page,Some birds breathe fire. My meaning here is plain.,어떤 새들은 불을 뿜는다. 내 말은 분명하다.,done
Books.xml,book:AphorismsAboutBirds/page:8,page,"Atop the Spindle, where debtors and birds go.","Spindle 꼭대기엔, 채무자와 새들이 간다.",done
Books.xml,book:DarkCalculus,Title,{{W|On the Origins and Nature of the Dark Calculus}},{{W|어둠의 미적분의 기원과 본질에 관하여}},done
Books.xml,book:DarkCalculus/page:0,page,"{{C|Editor's note: this excerpt is published with permission from the notes of Barathrum the Old.}}

{{y|There's evidence in the arithmetic record that the study of formal systems reached a pernicious apex in the Long Before. Advancements made by mathematicians such as Russell, Gdel, Eisencruft, Atufu, Wheatgrass, and System Star contributed to the understanding of notions like undecidability, pointed regularism, and abyssalism. Upon reaching this minimal degree of mathematical maturity, equipped with sophisticated grammars, researchers set out to experiment with the limits of expressibility. They contrived bold research programs and galloped into the mathematical wood, unwitting of the dangers that brood there.}}

The record is even scarcer than usual, due to the efforts of successive generations to obfuscate the venture. As best as I can gather, at some point in the course of inquiry, a theorist from a mathematical seminary called the Cupola formulated a conjecture on the fragility of formal semantics. The conjecture ripened to a broader theory, out of which spawned a formal system called the penumbra calculus. In the few fragments of texts that predate the obfuscation, it's stated that, in the penumbra calculus, certain theorems are provable, but are falsified upon the completion of their proofs. As much as this result is at odds with the systems of thought I've encountered in my own inquiries, I find little reason to doubt the veracity of the authors. Nevertheless, it's certainly a peculiar property.

The Cupola theorist's results erupted into a grand investigation into the expressibility of the penumbra calculus. The conclusions were troubling. Pushing further, researchers constructed sister systems with alternate axioms. These systems were still more fragile, with the systems' inference rules themselves unraveling upon the completion of certain proofs.

Convinced that their discoveries were made possible by some idiosyncrasy of self-awareness, but synchronously fearful of the implications of their results, some schools of theorists engineered complex automated deduction systems to probe boundary theorems and launched them into neutron stars. The outcome is undocumented, but the result convinced theorists across the Coven to abandon research and blacklist anyone who studied the penumbra calculus and its derivative systems.

Peculiarly, support for the injunction was unanimous. Of note, even the spacefolder Ptoh agreed to abandon its investigation into the forbidden calculi from the reaches of its bleak star. Though the manner of its consent was not without controversy; to announce its accord, it inverted the color charge of quarks in a small region of space, causing a research station to collapse in on itself. Nonetheless, Ptoh's consent is testament to the degree of existential anxiety that could cause investigation into the penumbra calculus to go dark.","{{C|편집자 주: 본 발췌문은 Barathrum the Old의 노트에서 허락을 받아 게재한다.}}

{{y|산술 기록을 살펴보면, 형식 체계에 대한 연구가 “Long Before” 시대에 이르러 해로운 정점에 닿았다는 증거가 있다. 러셀, 괴델, 아이젠크루프트, 아투푸, 위트그래스, 시스템 스타 같은 수학자들이 이룩한 진보는 결정불가능성, 첨점 정규주의, 심연주의 같은 개념을 이해하는 데 기여했다. 이 최소한의 수학적 성숙에 도달하고 정교한 문법들로 무장한 연구자들은, 표현 가능성의 한계를 실험하기 시작했다. 그들은 대담한 연구 계획을 고안해 수학의 숲으로 질주해 들어갔으나, 그곳에 도사린 위험을 알지 못했다.}}

기록은 평소보다도 더 희박한데, 이는 여러 세대에 걸쳐 그 시도를 은폐하려 든 노력의 결과다. 내가 수집한 바에 따르면, 탐구의 어느 시점에 “쿠폴라”라는 수학 신학교 출신의 한 이론가가 형식 의미론의 취약성에 관한 추측을 정식화했다. 그 추측은 더 넓은 이론으로 무르익었고, 그로부터 “페넘브라 계산”이라 불리는 형식 체계가 파생되었다. 은폐 이전의 단편적인 문헌들에는, 페넘브라 계산에서는 어떤 정리들이 증명 가능하되, 그 증명이 완결되는 순간 그 정리들이 거짓으로 뒤집힌다고 적혀 있다. 이 결론은 내 탐구에서 접해 온 사유 체계들과 정면으로 어긋나지만, 저자들의 진실성을 의심할 만한 이유도 또한 거의 없다. 그럼에도 이는 분명 기묘한 성질이다.

쿠폴라 이론가의 결과는 페넘브라 계산의 표현 가능성을 둘러싼 대대적인 조사로 폭발하듯 번져 나갔다. 결론은 불길했다. 더 나아가 연구자들은 서로 다른 공리들을 둔 자매 체계들을 구축했다. 그 체계들은 한층 더 취약하여, 특정 증명이 끝나는 즉시 체계의 추론 규칙 자체가 풀어져 붕괴해 버리기까지 했다.

이 발견들이 자의식이라는 어떤 특이성 덕분에 가능했다고 확신하면서도, 동시에 그 함의가 두려웠던 일부 이론학파들은 경계 정리들을 탐사할 복잡한 자동 연역 체계들을 설계해 중성자별로 발사했다. 그 결과는 기록되어 있지 않으나, 그 사건은 Coven 전역의 이론가들을 납득시켜 연구를 포기하게 했고, 페넘브라 계산 및 그 파생 체계를 연구하는 자는 누구든 배척 목록에 올리게 만들었다.

기이하게도, 이 금지는 만장일치의 지지를 받았다. 특히, 공간접이자 Ptoh조차도 음울한 별의 끝자락에서 금지된 계산들에 대한 조사를 포기하는 데 동의했다. 다만 그 동의의 방식은 논란이 없지 않았으니, 합의를 선포하기 위해 Ptoh는 좁은 공간 영역에서 쿼크의 색전하를 반전시켜 연구 기지 하나를 자기 자신 안으로 붕괴시켜 버렸다. 그럼에도 프토의 동의는, 페넘브라 계산에 대한 탐사가 얼마나 깊은 실존적 불안을 불러일으켜 끝내 “어둠 속으로” 사라지게 만들 수 있는지, 그 정도를 증언한다.",done
Books.xml,book:TornGraphPaper,Title,{{W|a sheet of torn graph paper}},{{W|찢어진 모눈종이 한 장}},done
Books.xml,book:TornGraphPaper/page:0,page,why is deceit so accessible to me?,어째서 내게 거짓은 이리도 손쉬운가?,done
Books.xml,book:Animals,Title,{{W|On Humanoid Mimicry of Animals and Plants}},{{W|동물과 식물의 인간형 의태에 관하여}},done
Books.xml,book:Animals/page:0,page,"Why do some creatures seem to prefer when we assume their likenesses while others hate it? As a zoologist, this question has interested me for some time. To address it, I must first draw a distinction between 'natural mimicry', where certain humanoids have developed animal and plant likenesses on a biological level, and 'unnatural mimicry', enacted in the forms of clothing and other decorative adornments. As for the former, it appears all creatures exhibit kinship toward humanoids who look like them in the biological sense. The latter scenario is the interesting one.

It's tempting to draw the divide between mammals and non-mammals, but the truth is more complicated than this. It's true that the only creatures who seem to take outright offense at mimicry are mammals, but there are documented cases of mammals accepting the mimic. For example, fork-horned helms endear their wearers to both antelopes and goatfolk.

On the contrary, ape fur clothing and puma chitin vests inflame apes and cats, respectively. The important detail here is the context in which the clothing is made. Poachers hunt apes and pumas specifically for their prized fur and chitinous shells, and being reasonably social creatures, both species take offense at the flaunting of these trophies. Birds, on the other hand, seem to know that feather harvesting can be (although isn't always) done without proving fatal for the bird in question, though another hypothesis points to birds' specific appreciation of plumage regardless of context.

Unshelled reptiles seem to have few qualms with mimicry, perhaps believing the mimics to be truly reptile in part. Mollusks, trees, and insects all tend to identify with shell-bearers, leaf-donners, and firefly-symbiotes, respectively.

Without exception, however, all creatures seem to detest the practice of wearing the severed faces of their kin. Curious.","어떤 생명체는 우리가 그들과 닮은 모습을 취할 때 선호하는 것처럼 보이지만, 다른 생명체는 이를 싫어하는 이유는 무엇일까? 동물학자로서 이 질문은 오랫동안 내 관심을 끌었다. 이를 다루기 위해선 먼저 '자연적 모방'과 '비자연적 모방'을 구분해야 한다. 전자는 특정 인간형 생명체가 생물학적 수준에서 동물이나 식물의 모습을 발달시킨 경우를, 후자는 의복이나 장식적 장신구 형태로 구현된 경우를 말한다. 전자의 경우, 모든 생물체가 생물학적 의미에서 자신과 닮은 인간형 생명체에게 친근감을 보이는 것으로 보인다. 후자의 시나리오가 흥미롭다.

포유류와 비포유류를 구분하고 싶은 유혹이 있지만, 진실은 이보다 더 복잡하다. 모방에 대해 노골적으로 불쾌감을 보이는 생물은 포유류뿐인 것은 사실이지만, 포유류가 모방자를 수용한 사례도 기록되어 있다. 예를 들어, fork-horned helms는 착용자를 antelopes와 goatfolk 모두에게 호감을 얻게 한다.

반대로, ape fur clothing과 puma chitin vests는 각각 원숭이와 고양이과 동물들을 격분시킨다. 여기서 중요한 세부 사항은 의복이 제작된 맥락이다. 밀렵꾼들은 원숭이와 퓨마의 귀중한 털과 키틴질 껍질을 노리고 사냥하는데, 어느 정도 사회성을 가진 이 종들은 자신들의 전리품을 과시하는 행위에 불쾌감을 느낀다. 반면 새들은 깃털 채취가 해당 새에게 치명적이지 않을 수 있다는 점을(항상 그런 건 아니지만) 알고 있는 듯하다. 다만 다른 가설은 새들이 맥락과 무관하게 깃털 자체를 특별히 감상한다는 점을 지적한다.

껍질이 없는 파충류는 모방에 대해 거의 거부감을 보이지 않는데, 아마도 모방체가 부분적으로 진짜 파충류라고 믿기 때문일 것이다. 연체동물, 나무, 곤충은 각각 shell-bearers, leaf-donners, firefly-symbiotes와 동일시하는 경향이 있다.

하지만 예외 없이, 모든 생물들은 동족의 잘린 얼굴을 뒤집어쓰는 행위만큼은 혐오하는 듯하다. 묘하군.",done
Books.xml,book:EntropytoHierarchy,Title,{{W|From Entropy to Hierarchy}},{{W|엔트로피에서 위계로}},done
Books.xml,book:EntropytoHierarchy/page:0,page,"[[~ ~ ~ by {{m|Q Girl}} ~ ~ ~]]

[[{{C|Formulation and Animus}}]]
In the course of my readings and correspondances, I've observed two eminent threats to social equality. The first is the dissolution of social order via entropic forces. The fabric that holds us together frays and we fall apart, our most vulnerable first. The second is hegemonic control exerted by a few over a many. Here the fabric is knit tightly, but it's stitched into a ladder that narrows in ascension, and the majority are consigned to the bottom rung.

My first task is to ask how we can study these phenomena. In the physical sciences, we observe, measure, and experiment in order to formulate and then test hypotheses. Here, though, observations are sectional, data is spottier, and the systems at play are far more complex, their edges softer. Applying a 10x scope of rationality to a 1000x-scale structure would lead me to harmfully reductive conclusions. In fact, this very approach is employed by hegemonic powers to invent facile justifications for their rule.

So in complement, I borrow from other approaches and systems of thought. In particular, I'm interested in how artists examine these phenomena and challenge orthodoxy through metaphors. The art-historical record is fragmented but fraught with examples. One that stands out to me is the account of Red Sky, whose totally quetzal conceit was the first to whet my curiosity on the subject.

As the story goes, the entire court of an ancient sultan, including the sultan himself, was addicted to a psychotropic salt called Ipsis. Conspiring with a sorority of smugglers, an unnamed artist plundered the sultan's stock of Ipsis, molecularly altered it into a composite cellular structure, and launched it into low orbit. There it burned red in the sky, an affront to the sultan's sovereignty, for three years. Each time the sultan tried to disperse it through the means available to him, the structure, described in the record as a cellular automaton, rearranged itself and persisted. Quetzal.

There are plenty of modern examples too. Take Tau, who makes psionic mazes through the hexagonal crystals of the Moon Stair. I first formulated the entropy/hierarchy dichotomy while tracing the paths of two of her spirals that, at their intersections, burst into a bouquet of spacetime anomalies. I'd quetzal if I could meet Tau, but it may prove difficult as I hear she's a subentity of the sentient tree-city Chavvah.

[[{{C|The Two Poles}}]]
Two groups typify the two poles of the entropy/hierarchy dichotomy: the Gyre wights and the Putus Templar. The ethos of the Gyre wights is chaotic self-indulgence, manic quickening (a mulish desire to see things fall apart faster), and a fetishization of history's dice rolls. They billow like an excited gas, smashing into each other as often as anyone else, and peeling bits of order from the communities they rancify. They are exponents of senseless violence.

The Templar on the other hand are enactors of extremely ordered violence. Their brutality has been codified into orthodoxy. Their ideological structures are anti-entropic but destructive and abhorrent. They seek to construct a rigidly hierarchical society with a slave caste on the bottom rung. Through rituals like the baptism in the blood of the reclaimed, they indoctrinate the privileged among their subjects. The rest of us are met only with force.","[[~ ~ ~ {{m|Q Girl}} 작성 ~ ~ ~]]

[[{{C|형성과 애니무스}}]]
독서와 서신을 주고받는 동안 나는 사회적 평등을 위협하는 두 가지 중대한 위험을 관찰했다. 첫째는 엔트로피적 힘에 의한 사회 질서의 해체다. 우리를 하나로 묶는 구조가 해체되면서 가장 취약한 이들이 먼저 무너진다. 둘째는 소수가 다수를 지배하는 헤게모니적 통제다. 여기서 그 구조는 촘촘히 짜여 있지만, 상승할수록 좁아지는 사다리로 엮여 있으며 대다수는 최하단 칸에 머물게 된다.

그렇다면 우리는 이 현상들을 어떻게 연구할 수 있을까? 물리과학에서는 관찰하고 측정하며 실험을 통해 가설을 수립한 뒤 검증한다. 그러나 여기서는 관찰이 부분적이며, 데이터는 더 불완전하고, 작용하는 시스템은 훨씬 더 복잡하며 경계가 모호하다. 1000배 규모 구조에 10배 수준의 이성을 적용한다면 위험할 만큼 단순화된 결론에 이르게 될 것이다. 사실 바로 이 접근법이 헤게모니 권력자들이 자신들의 통치를 위한 쉬운 정당화를 만들어내는 데 사용된다.

그래서 나는 보완책으로 나는 다른 접근법과 사고 체계에서 차용한다. 특히 예술가들이 이러한 현상을 어떻게 탐구하고 은유를 통해 정통성에 도전하는지에 관심이 있다. 미술사적 기록은 파편적이지만, 사례는 오히려 넘쳐난다. 그중 내게 특히 눈에 띄는 것은 '붉은 하늘'에 관한 기록으로, 그 완전히 quetzal 같은 허세가 이 주제에 대한 나의 호기심을 처음으로 자극했다.

이야기에 따르면, 고대 술탄의 궁정 전체가 술탄 본인까지 포함해 'Ipsis'라는 환각성 소금에 중독되어 있었다. 이름 없는 한 예술가가 밀수 조직과 공모해 술탄의 입시스 비축분을 약탈한 뒤, 분자 수준에서 복합 세포 구조로 변형시켜 저궤도에 발사했다. 그 구조체는 하늘에 붉게 타오르며 술탄의 주권에 대한 정면 모욕으로서 3년 동안이나 남아 있었다. 술탄이 자신이 가진 수단으로 그것을 흩어 버리려 할 때마다, 기록에 세포 자동기라고 묘사된 그 구조체는 스스로 재구성하며 버텼다. quetzal.

현대적 사례도 많다. Moon Stair의 육각형 결정체를 통해 사이오닉 미로를 만드는 Tau를 보라. 나는 그녀의 나선 두 갈래를 따라가다가, 교차점에서 시공간 이상이 꽃다발처럼 터져 나오는 것을 목격하는 동안 처음으로 엔트로피/위계의 이분법을 정립했다. 타우를 만날 수 있다면 quetzal할 텐데, 그녀가 지각 있는 나무 도시 Chavvah의 하위 개체라고 들었기에 어려울지도 모르겠다.

[[{{C|양극}}]]
엔트로피/위계 이분법의 양극을 가장 전형적으로 보여 주는 두 무리는 Gyre wights와 Putus Templar다. Gyre wights의 정신은 혼돈스러운 방종, 광적인 가속화(모든 것이 더 빨리 무너지는 것을 보려는 고집스러운 욕망), 그리고 역사의 주사위 굴림에 대한 집착이다. 그들은 들뜬 가스처럼 팽창하며, 다른 이들 못지않게 서로 부딪히고, 자신들이 썩혀 놓은 공동체에서 질서의 조각들을 떼어낸다. 그들은 무의미한 폭력의 전도사들이다.

반면 Templar는 극도로 ‘질서 잡힌’ 폭력을 수행한다. 그들의 잔혹함은 정통 교리로 체계화되었다. 그들의 이념 구조는 엔트로피에 반하지만 파괴적이고 혐오스럽다. 그들은 최하층에 노예 계급을 둔 엄격한 계층 사회를 구축하려 한다. ‘회복된 자의 피로 세례’ 같은 의식을 통해 지배층을 세뇌한다. 나머지 우리에게는 오직 폭력만이 기다린다.",done
Books.xml,book:EntropytoHierarchy2,Title,"{{W|From Entropy to Hierarchy, 2nd Edition}}","{{W|엔트로피에서 위계로, 제2판}}",done
